"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main.x","n_offres","sector_main","avg_req_exp","top_skill_req","avg_wage","addr_dept_main.y"
"warein",1,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits",NA,NA,"Mayenne",53,NA,NA,NA,NA,NA,NA
"warner electric europe",2,"B60B","VEHICLE WHEELS (making wheels or wheel parts by rolling B21H0001000000","B60G","by forging","Anjou",49,NA,NA,NA,NA,NA,NA
"warnery, antoine",1,"F01C","ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES (combustion engines F02; internal-combustion aspects F02B0053000000",NA,NA,"Villemer",77,NA,NA,NA,NA,NA,NA
"watchever group",2,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Levallois Perret",92,NA,NA,NA,NA,NA,NA
"watchlock",1,"A44C","JEWELLERY; BRACELETS; OTHER PERSONAL ADORNMENTS; COINS (jewel boxes A45C0011160000)",NA,NA,"Marseille",13,NA,NA,NA,NA,NA,NA
"watelain, eric",1,"A61G","TRANSPORT",NA,NA,"Neoules",83,NA,NA,NA,NA,NA,NA
"waterdiam france",1,"C02F","TREATMENT OF WATER",NA,NA,"Franken",68,NA,NA,NA,NA,NA,NA
"watertracks",2,"B60F","VEHICLES FOR USE BOTH ON RAIL AND ON ROAD; VEHICLES CAPABLE OF TRAVELLING IN OR ON DIFFERENT MEDIA","B63H","e.g. AMPHIBIOUS VEHICLES (air-cushion vehicles B60V)","Perols",34,NA,NA,NA,NA,NA,NA
"wathelet, luc",2,"H04B","TRANSMISSION (transmission systems for measured values","H04L","control or similar signals G08C; speech analysis or synthesis G10L; coding","Tournefeuille",31,NA,NA,NA,NA,NA,NA
"wattgo",1,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Aix en Provence",13,NA,NA,NA,NA,NA,NA
"watts industries france",2,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING","F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","Vedene",84,NA,NA,NA,NA,NA,NA
"wb technologies",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"we group europe",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Beaurepaire",38,NA,NA,NA,NA,NA,NA
"weapso",1,"H01M","PROCESSES OR MEANS",NA,NA,"Saint Martin d Heres",38,NA,NA,NA,NA,NA,NA
"wear trbl",1,"H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"webdeviin",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Boulogne Billancourt",92,NA,NA,NA,NA,NA,NA
"weco",1,"C02F","TREATMENT OF WATER",NA,NA,"Vitry sur Seine",94,NA,NA,NA,NA,NA,NA
"ween",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Aix en Provence",13,NA,NA,NA,NA,NA,NA
"weir power&industrial france",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Saint Victoret",13,NA,NA,NA,NA,NA,NA
"weite, jerome",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"weizman, jonathan",3,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Bagnolet",93,NA,NA,NA,NA,NA,NA
"westair",2,"B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","F16L","B07; spraying or applying liquids or other fluent materials to surfaces in general B05; cleaning devices for conveyers B65G0045100000; concurrent cleaning","Briec",29,NA,NA,NA,NA,NA,NA
"wettoncraft",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Roncq",59,NA,NA,NA,NA,NA,NA
"whattfornow",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Chavanod",74,NA,NA,NA,NA,NA,NA
"whitechurch, patrick",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"whylot",23,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers","H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R)","Cambes",46,NA,NA,NA,NA,NA,NA
"whylot sas calfatech",1,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Cambes",46,NA,NA,NA,NA,NA,NA
"wichard",4,"A62B","DEVICES","B63B","APPARATUS OR METHODS FOR LIFE-SAVING (valves specially adapted for medical use A61M0039000000; composition of chemical substances used in respirators","Thiers",63,NA,NA,NA,NA,NA,NA
"wid group",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Bernay",27,NA,NA,NA,NA,NA,NA
"wilco international",1,"A42B","HATS; HEAD COVERINGS (headbands",NA,NA,"La Seyne sur Mer",83,NA,NA,NA,NA,NA,NA
"wild customs",1,"G10H","ELECTROPHONIC MUSICAL INSTRUMENTS; INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS",NA,NA,"Creuzier le Vieux",33,NA,NA,NA,NA,NA,NA
"wilddis",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Wattrelos",59,NA,NA,NA,NA,NA,NA
"wildmoka",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Valbonne",65,NA,NA,NA,NA,NA,NA
"wildsteer",1,"B26B","HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR (for harvesting A01D; for horticulture",NA,NA,"L etrat",42,NA,NA,NA,NA,NA,NA
"willinger, yann raymond albert",2,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines","B64C","other than nuclear propulsion","Asnieres sur Seine",92,NA,NA,NA,NA,NA,NA
"wilms, l.",1,"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"wilo intec",2,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Aubigny sur Nere",18,NA,NA,NA,NA,NA,NA
"wilo salmson france",4,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Chatou",78,NA,NA,NA,NA,NA,NA
"win ms",2,"H02H","EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R","H04B","e.g. G01R0031000000","Orsay",91,NA,NA,NA,NA,NA,NA
"wingjump",2,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","Saint Sorlin en Bugey",11,NA,NA,NA,NA,NA,NA
"winncare france",5,"A61G","TRANSPORT","A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","Saint Paul Mont Penit",85,NA,NA,NA,NA,NA,NA
"winoa",3,"B82Y","SPECIFIC USES OR APPLICATIONS OF NANO-STRUCTURES; MEASUREMENT OR ANALYSIS OF NANO-STRUCTURES; MANUFACTURE  OR TREATMENT OF NANO-STRUCTURES","B24C","ABRASIVE OR RELATED BLASTING WITH PARTICULATE MATERIAL","Le Cheylas",38,NA,NA,NA,NA,NA,NA
"wintech global",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","E21B","B03D","Lyon",69,NA,NA,NA,NA,NA,NA
"wirquin plastiques",6,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING","F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","Carquefou",44,NA,NA,NA,NA,NA,NA
"wisekey semiconductors",17,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","H04B","e.g. BAGS","Meyreuil",13,NA,NA,NA,NA,NA,NA
"witeck",2,"E21C","MINING OR QUARRYING","E21D","SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS (soil-conditioning or soil-stabilising materials C09K0017000000; cutting machines for mining or quarrying E21C; safety devices","Magny les Hameaux",78,NA,NA,NA,NA,NA,NA
"withings",35,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Issy les Moulineaux",92,4,"Distribution, Commerce de gros",0,"Anglais, Communication, Deep Learning, French, Python, Rigueur, équipe",NA,92
"wittycell",1,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000",NA,NA,"Reims",51,NA,NA,NA,NA,NA,NA
"wiztivi",2,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Carquefou",44,NA,NA,NA,NA,NA,NA
"wolak, kevin",1,"D06F","LAUNDERING",NA,NA,"La Celle Saint Cloud",78,NA,NA,NA,NA,NA,NA
"woodley, christopher",1,"B26D","CUTTING; DETAILS COMMON TO MACHINES FOR SEVERING",NA,NA,"Montfort l Amaury",78,NA,NA,NA,NA,NA,NA
"woodsys",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","Pessac",33,NA,NA,NA,NA,NA,NA
"wooxo",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"La Ciotat",13,NA,NA,NA,NA,NA,NA
"worcel, alexandre",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Montlignon",95,NA,NA,NA,NA,NA,NA
"worcel, julia",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Montlignon",95,NA,NA,NA,NA,NA,NA
"worcel, manuel",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"worcel, marie",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Montlignon",95,NA,NA,NA,NA,NA,NA
"world minerals france",1,"B01D","SEPARATION (separating solids from solids by wet methods B03B",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"worldcast systems",1,"H04H","BROADCAST COMMUNICATION (multiplex communication H04J; pictorial communication aspectsof broadcast systems H04N)",NA,NA,"Merignac",33,NA,NA,NA,NA,NA,NA
"worldline",6,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Bezons",95,NA,NA,NA,NA,NA,NA
"worldplas",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Besancon",25,NA,NA,NA,NA,NA,NA
"woter",1,"C02F","TREATMENT OF WATER",NA,NA,"Frontignan",34,NA,NA,NA,NA,NA,NA
"wupatec",8,"H03F","AMPLIFIERS (measuring","H02M","APPARATUS FOR CONVERSION BETWEEN AC AND AC, BETWEEN AC AND DC, OR BETWEEN DC AND DC, AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS; CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER; CONTROL OR REGULATION THEREOF (conversion of current or voltage specially adapted for use in electronic time-pieces with no moving parts G04G0019020000; systems for regulating electric or magnetic variables in general, e.g. using transformers, reactors or choke coils, combination of such systems with static converters G05F; for digital computers G06F0001000000; transformers H01F; connection or control of one converter with regard to conjoint operation with a similar or other source of supply H02J; dynamo-electric converters H02K0047000000; controlling transformers, reactors or choke coils, control or regulation of electric motors, generators or dynamo-electric converters H02P; pulse generators H03K)","Limoges",87,NA,NA,NA,NA,NA,NA
"wyn",1,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)",NA,NA,"Neyron",17,NA,NA,NA,NA,NA,NA
"x l b v",2,"E04G","SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR OTHER BUILDING AIDS",NA,NA,"Pontoise",95,NA,NA,NA,NA,NA,NA
"x'tu",3,"A01C","PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts","A01G","details or accessories of agricultural machines or implements","Paris",75,NA,NA,NA,NA,NA,NA
"x-fab france",2,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","H04L","inductors","Corbeil Essonnes",91,NA,NA,NA,NA,NA,NA
"x2s",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Saint etienne",42,NA,NA,NA,NA,NA,NA
"xanchem",4,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000","C07D","C25B0007000000)","Orsay",91,NA,NA,NA,NA,NA,NA
"xantial",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"xap",5,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Calvisson",30,NA,NA,NA,NA,NA,NA
"xeda international",24,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","BIOCIDAL, PEST REPELLANT, PEST ATTRACTANT OR PLANT GROWTH REGULATORY ACTIVITY OF CHEMICAL COMPOUNDS OR PREPARATIONS","Saint Andiol",13,NA,NA,NA,NA,NA,NA
"xenothera",3,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Nantes",44,NA,NA,NA,NA,NA,NA
"xooloo",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"xp digit",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Villeneuve d Ascq",59,NA,NA,NA,NA,NA,NA
"xsun",1,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)",NA,NA,"Guerande",44,NA,NA,NA,NA,NA,NA
"xtreee",9,"E04G","SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR OTHER BUILDING AIDS","B01F","MIXING, e.g. DISSOLVING, EMULSIFYING, DISPERSING (mixing paints B44D0003060000)","Rungis",94,NA,NA,NA,NA,NA,NA
"xyalis",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Grenoble",38,NA,NA,NA,NA,NA,NA
"xyzed",4,"F21V","FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES","H04N","NOT OTHERWISE PROVIDED FOR","Paris",75,NA,NA,NA,NA,NA,NA
"y2i finances",3,"A47F","SPECIAL FURNITURE",NA,NA,"Riez",85,NA,NA,NA,NA,NA,NA
"yahtec",4,"F23D","BURNERS (generating combustion products of high pressure or high velocity F23R)","F23N","REGULATING OR CONTROLLING COMBUSTION (control devices specially adapted for combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010280000; condition responsive controls for regulating combustion in domestic stoves with open fires for solid fuel F24B0001187000)","Meaux",77,NA,NA,NA,NA,NA,NA
"yang, guanghua",1,"C08G","MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)",NA,NA,"L Isle Adam",95,NA,NA,NA,NA,NA,NA
"yannco",2,"A01C","PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts","C02F","details or accessories of agricultural machines or implements","Puteaux",92,NA,NA,NA,NA,NA,NA
"yasa, murat",1,"A41F","GARMENT FASTENINGS; SUSPENDERS",NA,NA,"Brindas",69,NA,NA,NA,NA,NA,NA
"yellowsteps",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Decines Charpieu",69,NA,NA,NA,NA,NA,NA
"yf1",1,"B01J","CHEMICAL OR PHYSICAL PROCESSES",NA,NA,"Nancy",54,NA,NA,NA,NA,NA,NA
"ylec consultants",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B",NA,NA,"La Tronche",38,NA,NA,NA,NA,NA,NA
"ymagis",2,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Malakoff",92,NA,NA,NA,NA,NA,NA
"yncrea hauts de france",4,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61N","OR PREVENTING COLLAPSING OF","Lille",59,NA,NA,NA,NA,NA,NA
"yncrea hauts-de-france",1,"H01S","DEVICES USING STIMULATED EMISSION",NA,NA,"Lille",59,NA,NA,NA,NA,NA,NA
"ynsect",24,"C08B","POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H; fermentation or enzyme-using processes C12P0019000000; sugar industry C13; production of cellulose D21)","A01K","ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS","Courcouronnes",91,NA,NA,NA,NA,NA,NA
"yo concept",1,"B60D","VEHICLE CONNECTIONS (components of brake systems B60T0017040000)",NA,NA,"Gennes sur Seiche",35,NA,NA,NA,NA,NA,NA
"yooji",2,"B65B","MACHINES","B65D","APPARATUS OR DEVICES FOR","Pessac",33,NA,NA,NA,NA,NA,NA
"yoomed",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","e.g. G01N0033480000)","Montpellier",34,NA,NA,NA,NA,NA,NA
"yooz",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Aimargues",30,NA,NA,NA,NA,NA,NA
"yoplait france",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"ys lab",7,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Quimper",29,NA,NA,NA,NA,NA,NA
"ysopia biosciences",3,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A23P","SHAPING OR WORKING OF FOODSTUFFS, NOT FULLY COVERED BY A SINGLE OTHER SUBCLASS (shaping substances in a plastic state in general B29C)","Bordeaux",33,NA,NA,NA,NA,NA,NA
"yvoz, jean-pa",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Pexonne",54,NA,NA,NA,NA,NA,NA
"zachantke, sabrina",2,"A61J","CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","Merkwiller Pechelbronn",67,NA,NA,NA,NA,NA,NA
"zanuttini, jean",2,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","B63H","heating","Saint Andeol de Vals",76,NA,NA,NA,NA,NA,NA
"zanzoon",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Neuilly sur Seine",92,NA,NA,NA,NA,NA,NA
"zaoui, raymond",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"zapata holding",4,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Le Rove",13,NA,NA,NA,NA,NA,NA
"zedel",119,"A62B","DEVICES","F21V","FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES, NOT OTHERWISE PROVIDED FOR","Crolles",38,NA,NA,NA,NA,NA,NA
"zeitoun, jean-marc",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"zeller, alexandre",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Neuilly sur Seine",92,NA,NA,NA,NA,NA,NA
"zelup",2,"B05B","SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0005200000; processes for applying liquids or other fluent materials to surfaces by spraying B05D)","B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","Venissieux",69,NA,NA,NA,NA,NA,NA
"zemiro, patrick",1,"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"zenou, bernard",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C01B","B03D","Le Raincy",93,NA,NA,NA,NA,NA,NA
"zephyr surgical implants",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Saint Brice Courcelles",51,NA,NA,NA,NA,NA,NA
"zerbato, thierry",1,"B60W","CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION; CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES; ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT",NA,NA,"Aiguillon",47,NA,NA,NA,NA,NA,NA
"zg lighting france",21,"F21V","FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES","F21W","INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21L, F21S and F21V, RELATING TO USES OR APPLICATIONS OF LIGHTING DEVICES OR SYSTEMS","Paris",75,NA,NA,NA,NA,NA,NA
"zg lighting france s. a.",3,"F21S","NON-PORTABLE LIGHTING DEVICES OR SYSTEMS THEREOF (burners F23D; electric aspects or elements","F21V","see section H","Paris",75,NA,NA,NA,NA,NA,NA
"zg lighting france s.a.s",7,"F21V","FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES","F21S","NON-PORTABLE LIGHTING DEVICES OR SYSTEMS THEREOF (burners F23D; electric aspects or elements, see section H, e.g. electric light sources H01J, H01K, H05B)","Paris",75,NA,NA,NA,NA,NA,NA
"zhor tech",10,"A43B","CHARACTERISTIC FEATURES OF FOOTWEAR; PARTS OF FOOTWEAR","A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","Nancy",54,NA,NA,NA,NA,NA,NA
"zimmer spine",19,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Bordeaux",33,NA,NA,NA,NA,NA,NA
"zinzindohoue-marsaudon, franck",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Saint Peray",71,NA,NA,NA,NA,NA,NA
