"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main"
"electrolux laundry systems france snc",4,"D06F","LAUNDERING",NA,NA,"Rosieres","10"
"electrolux professionel",7,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES","B26D","CUTTING; DETAILS COMMON TO MACHINES FOR SEVERING, e.g. BY CUTTING, PERFORATING, PUNCHING, STAMPING-OUT (soil-working A01B; for growing crops or plants A01D, A01G; for fodder or straw A01F; for bulk butter A01J; for dough A21C; slaughtering A22B; for tobacco, cigars or cigarettes A24; marking-out, perforating or making buttonholes A41H0025000000; manufacturing footwear A43D; brushmaking A46D; surgery A61B; disintegrating, mincing or shredding in general B02C; cutting wire, making pins or nails B21F, B21G; of the kind used for metal B23; cutting by abrasive fluid jets B24C0005020000; hand-held cutting tools B26B; perforating, cutting-out, stamping-out or punching, or severing by means other than cutting B26F; for wood B27; for stone B28D; working of plastics or substances in a plastic state B29; making boxes, cartons, envelopes or bags, of paper or similarly worked materials, e.g. metal foil, B31B; article or web delivery apparatus incorporating cutting or line-perforating devices B65H0035000000; for leather or upholstery B68, C14B; for glass C03B; making matches C06F; for peat C10F; for sugar C13B0045000000; for textile materials D06H; civil engineering, building, mining, see section Edevices for withdrawing samples by cutting G01N0001040000; for light guides G02B0006250000; cutting processed photographic material G03D0015040000)","Senlis","60"
"electrolux professionnel",1,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Senlis","60"
"elefant, felix",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C02F","B03D","Fontenay sous Bois","94"
"elevage service",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Saint Sever","40"
"elexinn",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Migennes","89"
"elezio",2,"E05D","HINGES OR OTHER SUSPENSION DEVICES FOR DOORS","E06B","WINDOWS","Paris","75"
"eliatis",2,"B60G","VEHICLE SUSPENSION ARRANGEMENTS (air-cushion vehicles B60V; connections between vehicle bodies and vehicle frames B62D0024000000)","B60H","ARRANGEMENTS OR ADAPTATIONS OF HEATING","Moirans","38"
"elican biotech",1,"B07B","SEPARATING SOLIDS FROM SOLIDS BY SIEVING",NA,NA,"Loos","59"
"elicit plant",4,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","e.g. AS DISINFECTANTS","Lyon","69"
"elicityl",6,"A61M","DEVICES FOR INTRODUCING MEDIA INTO","B01D","OR ONTO","Crolles","38"
"eligo bioscience",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"elimaje",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Poitiers","86"
"eliocity",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Marquette lez Lille","59"
"eliot innovative solutions",2,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","H01Q","CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL","Saint Geoirs","38"
"elis services",1,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)",NA,NA,"Puteaux","92"
"elistair",7,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","B64F","GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS","Champagne au Mont d Or","69"
"elizabeth europe",4,"B65B","MACHINES",NA,NA,"La Chaussee Saint Victor","41"
"elkem silicones france",80,"C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F","C08G","MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)","Lyon","69"
"ellcie healthy",3,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Villeneuve Loubet","62"
"ellcie-healthy",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Nice","62"
"ellece",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","A47G","FLOWERS","Thouare sur Loire","44"
"elliptika",2,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING","H01P","OR COMMUNICATING WITH","Brest","29"
"ellipz smart solutions europe",4,"G10L","SPEECH ANALYSIS OR SYNTHESIS; SPEECH RECOGNITION; AUDIO ANALYSIS OR PROCESSING","H04B","TRANSMISSION (transmission systems for measured values","Paris","75"
"elm industrie",1,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)",NA,NA,"Faulquemont","57"
"elmes-metcalfe, nolan",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Eynesse","33"
"elno",4,"A62B","DEVICES","G10K","APPARATUS OR METHODS FOR LIFE-SAVING (valves specially adapted for medical use A61M0039000000; composition of chemical substances used in respirators","Argenteuil","95"
"elpheon",1,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines",NA,NA,"Bains sur Oust","35"
"elsalys biotech",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Lyon","69"
"elster",2,"H03J","TUNING RESONANT CIRCUITS; SELECTING RESONANT CIRCUITS (indicating arrangements for measuring G01D; measuring","H04B","testing G01R; remote-control in general G05","Lognes","77"
"elta",1,"B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS",NA,NA,"Toulouse","31"
"elvesys",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Paris","75"
"elvia pcb",3,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Coutances","50"
"elvia printed circuit boards",2,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","H02M","inductors","Coutances","50"
"elwater ltd oy",1,"C02F","TREATMENT OF WATER",NA,NA,"","33"
"elydan",1,"H01Q","AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000)",NA,NA,"Saint etienne de Saint Geoirs","38"
"elyse technology",2,"F23G","CREMATION FURNACES; CONSUMING WASTE OR LOW GRADE FUELS BY COMBUSTION",NA,NA,"Aix en Provence","13"
"emadikotak lahidjani, darius",2,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","B63B","FISHES","Bourges","18"
"emadikotak lahidjani, maxime",2,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","B63B","FISHES","Bourges","18"
"emball'iso",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Saint Georges de Reneins","69"
"emballages laurent",5,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Chalon sur Saone","71"
"emballages s p",3,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","B42F","SHEETS TEMPORARILY ATTACHED TOGETHER; FILING APPLIANCES; FILE CARDS; INDEXING (reading desks A47B0019000000; book rests A47B0023000000)","Limoges","87"
"emc",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Villeurbanne","69"
"emd electro-mobilite distribution",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Chasselay","69"
"emeraude i.d",1,"B01F","MIXING",NA,NA,"Lannion","22"
"emercell",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Saint Mathieu de Treviers","34"
"emerson network power industrial systems",1,"H02B","BOARDS",NA,NA,"Chassieu","69"
"emin leydier",7,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","D21H","e.g. BAGS","Oyonnax","11"
"emyg environnement et aquaculture,",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Carnoux en Provence","13"
"emyg-environnement et aquaculture",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Carnoux en Provence","13"
"enag",1,"B01D","SEPARATION (separating solids from solids by wet methods B03B",NA,NA,"Quimper","29"
"encefa",3,"C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Saint Maur des Fosses","94"
"endeer",1,"A41H","APPLIANCES OR METHODS FOR MAKING CLOTHES",NA,NA,"Nanterre","92"
"endel sra",1,"F22B","METHODS OF STEAM GENERATION; STEAM BOILERS (steam engine plants where engine aspects predominate F01K; removal of combustion products or residues",NA,NA,"Vaulx en Velin","69"
"endocontrol",7,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits, vegetables, hops or the like A01D0046300000; needle manipulators for surgery A61B0017062000; manipulators associated with rolling mills B21B0039200000; manipulators associated with forging machines B21J0013100000; means for holding wheels or parts thereof B60B0030000000; cranes B66C; arrangements for handling fuel or other materials which are used within nuclear reactors G21C0019000000; structural combination of manipulators with cells or rooms shielded against radiation G21F0007060000)","La Tronche","38"
"endodiag",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61P","e.g. G01N0033480000)","evry","91"
"endotact",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Loos","59"
"endress et hauser",1,"C02F","TREATMENT OF WATER",NA,NA,"Huningue","68"
"endress+hauser",1,"H04Q","SELECTING (switches",NA,NA,"Huningue","68"
"endupack",2,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","D21H","e.g. BAGS","Montfort sur Risle","27"
"eneapharm",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Labege","31"
"enedis",10,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation","H04L","TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)","Paris","92"
"enensys teamcast",2,"H04H","BROADCAST COMMUNICATION (multiplex communication H04J; pictorial communication aspectsof broadcast systems H04N)","H04N","PICTORIAL COMMUNICATION","Cesson Sevigne","35"
"enensys technologies",25,"H04H","BROADCAST COMMUNICATION (multiplex communication H04J; pictorial communication aspectsof broadcast systems H04N)","H04N","PICTORIAL COMMUNICATION, e.g. TELEVISION","Cesson Sevigne","35"
"enerbee",7,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","H02N","ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR","Grenoble","38"
"enercat",4,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C01B","e.g. CATALYSIS","Ploemeur","56"
"energie ip",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris","75"
"energies alternatives & solaires solutions",2,"F21V","FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES","F21Y","NOT OTHERWISE PROVIDED FOR","Floirac","33"
"energiestro",5,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Chateaudun","28"
"energy harvesting tech",2,"A47K","SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe","F16K","sinks E03C; water-closets E03D); TOILET ACCESSORIES (cosmetic equipment A45D)","","31"
"energy pool developpement",1,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Le Bourget du Lac","73"
"energysquare",5,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation","H04B","TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","Saint Mande","94"
"eneria",1,"F02B","INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL (cyclically operating valves therefor F01L; lubricating internal-combustion engines F01M; gas-flow silencers or exhaust apparatus therefor F01N; cooling of internal-combustion engines F01P; internal-combustion turbines F02C; plants in which engines use combustion products F02C",NA,NA,"Montlhery","91"
"enersens",2,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C04B","e.g. CATALYSIS","Longjumeau","91"
"enerstone",1,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Saint Martin d Heres","38"
"engel, materne",1,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL",NA,NA,"Avolsheim","67"
"engel, remy marie arnaud",3,"A01C","PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts","B65D","details or accessories of agricultural machines or implements","Paris","75"
"engie",57,"B01J","CHEMICAL OR PHYSICAL PROCESSES","F17C","e.g. CATALYSIS","Courbevoie","92"
"enko",1,"A43B","CHARACTERISTIC FEATURES OF FOOTWEAR; PARTS OF FOOTWEAR",NA,NA,"Villepinte","11"
"enlaps",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Meylan","38"
"ennamany, rachid",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Bordeaux","33"
"enodis france",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Auxerre","89"
"enogia",11,"F01K","STEAM ENGINE PLANTS; STEAM ACCUMULATORS; ENGINE PLANTS NOT OTHERWISE PROVIDED FOR; ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES (gas-turbine or jet-propulsion plants F02; steam generation F22; nuclear power plants",NA,NA,"Marseille","13"
"enovap",2,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Rosieres pres Troyes","10"
"enovasense",1,"G01B","MEASURING LENGTH",NA,NA,"Villejuif","94"
"enovasense s.a.s",1,"G01B","MEASURING LENGTH",NA,NA,"","94"
"ens - ecole normale superieure de lyon",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Lyon","69"
"ensait",1,"D04C","BRAIDING OR MANUFACTURE OF LACE",NA,NA,"Roubaix","59"
"enscp - chimie paristech ecole nationale superieure de chimie de paris",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"ensea - ecole nationale superieure de l'electronique et de ses applications",9,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","H02J","e.g. G01N0033480000)","Cergy","95"
"ensi caen",2,"C01G","COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES  C01D;  OR C01F; (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides","H01M","salts of peroxyacids C01B0015000000; thiosulfates","Caen","14"
"ensicaen",1,"H01S","DEVICES USING STIMULATED EMISSION",NA,NA,"Caen","14"
"ensival-moret france",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Saint Quentin","21"
"ensmm - ecole nationale superieure de mecanique et des microtechniques",4,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits",NA,NA,"Besancon","25"
"ensta bretagne",5,"B09B","DISPOSAL OF SOLID WASTE","B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines","Brest","29"
"enterome",8,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Paris","75"
"entomo farm",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Blanquefort","33"
"entpe",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Vaulx en Velin","69"
"entrepose group",4,"B21D","WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES","B25B","RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL; PUNCHING (operations of the kind involved in the manufacture of such products B21B","Colombes","92"
"entreprise de travaux publics de l'ouest",1,"F41H","ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE",NA,NA,"Nantes","44"
"entreprise lyonnaise de travaux speciaux",1,"E21B","EARTH OR ROCK DRILLING (mining",NA,NA,"Chaponost","69"
"entreprise moderne de terrassement et d'agregats",2,"B65F","GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L; refuse disintegrators B02C; sorting refuse B03B","B65G","B07B; handcarts for transporting refuse receptacles B62B; sack holders B65B0067000000; converting refuse into fertilisers C05F; converting refuse into solid fuels C10L; sewers","Nanterre","92"
"entreprise philippe lassarat",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"","76"
"envalia",1,"A47F","SPECIAL FURNITURE",NA,NA,"Lille","59"
"envie 2e",4,"B09B","DISPOSAL OF SOLID WASTE",NA,NA,"Lesquin","59"
"envirotech",2,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","D06M","e.g. AS DISINFECTANTS","Saint Christo en Jarez","42"
